File Name,Country,Topic,Learners' Prof.,Editor,Tokens,A (Added),D (Deleted),A+D,Tokens,Content (/12),Organization (/12),Vocabulary (/12),Language Use (/12),Mechanics (/12),Total 1 (%),Total 2 (Weighted %),Code,Sex,Age,Grade/Degree,Yrs of Stay (< Yrs),Major,Acad. Genre,Prof. Test,Score,Vocab Size Test,CEFR,INTM,INSM,INTM+INSM,INTM-INSM,Primary,Secondary,College,Inschool,Outschool,Listening,Reading,Speaking,Writing,NS,Pronunciation,Presentation,EssayW,,Content,,,,,,,,,,,,,,
W_CHN_SMK0_039_A2_0_EDIT.txt,CHN,SMK,A2_0,LC,208,33,28,61,210,9,9,9,8,8,71.7,69.2,W_CHN_039,F,19,1,N/A,Business,Social Sciences,CEE,79,24,A2_0,4,3.5,7.5,0.5,2,4,2.88,3.22,3.33,4.5,3.25,2.75,3.25,6,5,6,5,,,,,,,,,,,,,,,,
W_CHN_SMK0_041_A2_0_EDIT.txt,CHN,SMK,A2_0,LC,218,30,21,51,204,9,9,8,7,10,71.7,66.7,W_CHN_041,F,18,1,N/A,Business,Social Sciences,CEE,74,15,A2_0,3.17,5.67,8.84,-2.5,1,3.38,3.38,4.44,1.78,3.75,3.25,3,3.5,4,6,4,5,,,,,,,,,,,,,,,,
W_CHN_SMK0_044_A2_0_EDIT.txt,CHN,SMK,A2_0,LC,284,27,25,52,279,7,9,8,6,7,61.7,58.8,W_CHN_044,F,19,1,N/A,Business,Social Sciences,CEE,72,21,A2_0,4.83,3.33,8.16,1.5,3,3.75,3.63,3.56,3.67,3.25,3.5,4.25,3.75,5,4,5,5,,,,,,,,,,,,,,,,
W_CHN_SMK0_045_A2_0_EDIT.txt,CHN,SMK,A2_0,LC,221,45,28,73,199,9,6,8,7,8,63.3,60.8,W_CHN_045,M,19,1,N/A,Business,Social Sciences,CEE,76,23,A2_0,5.33,4.83,10.16,0.5,3.5,4.25,3.75,4.67,3.22,4.25,4,3.75,4,3,5,5,5,,,,,,,,,,,,,,,,
W_CHN_SMK0_046_A2_0_EDIT.txt,CHN,SMK,A2_0,LC,285,37,34,71,280,10,10,9,9,11,81.7,76.3,W_CHN_046,F,19,1,N/A,Business,Social Sciences,CEE,80,18,A2_0,5.17,4.67,9.84,0.5,3,4.5,5.13,4.67,4.56,4.25,5,4.75,5.25,5,5,5,5,,,,,,,,,,,,,,,,
W_CHN_SMK0_160_B2_0_EDIT.txt,CHN,SMK,B2_0,LC,198,15,16,31,202,11,11,10,10,12,90,84.2,W_CHN_160,M,19,2,N/A,English,Humanities,IELTS,7,35,B2_0,4.83,5.33,10.16,-0.5,3,3.88,4.88,4.22,4.22,4.5,4.5,4.25,4.25,3,4,5,5,,,,,,,,,,,,,,,,
W_CHN_SMK0_163_B2_0_EDIT.txt,CHN,SMK,B2_0,LC,241,40,31,71,235,10,8,9,8,6,68.3,69.2,W_CHN_163,F,19,2,N/A,English,Humanities,IELTS,7,34,B2_0,4.83,5.17,10,-0.34,3,4,4.88,4.33,4.22,4.5,4.5,4.25,4.5,3,4,4,4,,,,,,,,,,,,,,,,
W_CHN_SMK0_172_B2_0_EDIT.txt,CHN,SMK,B2_0,LC,199,23,14,37,201,10,9,10,9,9,78.3,75.4,W_CHN_172,F,20,2,N/A,Education,Humanities,IELTS,5,35,B2_0,4.83,5.33,10.16,-0.5,3,3.88,4.88,4.22,4.22,4.5,4.5,4.25,4.25,3,4,5,5,,,,,,,,,,,,,,,,
W_CHN_SMK0_182_B2_0_EDIT.txt,CHN,SMK,B2_0,LC,216,23,19,42,218,11,10,10,11,12,90,84.2,W_CHN_182,F,20,2,N/A,Education,Humanities,IELTS,5,35,B2_0,4.83,5.33,10.16,-0.5,3,3.88,4.88,4.22,4.22,4.5,4.5,4.25,4.25,3,4,5,5,,,,,,,,,,,,,,,,
W_CHN_SMK0_228_B2_0_EDIT.txt,CHN,SMK,B2_0,LC,336,18,14,32,331,12,12,11,11,12,96.7,91.7,W_CHN_228,F,20,2,N/A,Economics,Social Sciences,TOEFL (iBT),100,43,B2_0,4.83,4,8.83,0.83,3.5,4.25,4.38,3.89,4.56,4.5,5,3.75,4,3,4,3,5,,,,,,,,,,,,,,,,
W_CHN_SMK0_242_B2_0_EDIT.txt,CHN,SMK,B2_0,LC,257,20,12,32,252,12,12,12,11,11,96.7,92.9,W_CHN_242,M,19,1,N/A,Electronics,Sciences & Technology,NMET,128,47,B2_0,4.33,3.83,8.16,0.5,4,4,4,4.56,3.44,4.25,3.75,4,4,5,6,6,4,,,,,,,,,,,,,,,,
W_CHN_SMK0_275_B2_0_EDIT.txt,CHN,SMK,B2_0,LC,249,25,15,40,237,12,12,11,10,12,95,90,W_CHN_275,F,20,2,N/A,Business,Social Sciences,TOEFL (iBT),98,48,B2_0,5.5,5.67,11.17,-0.17,1.5,3.5,4.63,4,3.56,4.25,4,3.25,4.75,2,5,5,6,,,,,,,,,,,,,,,,
W_CHN_SMK0_277_B2_0_EDIT.txt,CHN,SMK,B2_0,LC,224,38,29,67,218,9,9,9,9,10,76.7,71.7,W_CHN_277,M,19,2,N/A,Mechanical Engineering,Sciences & Technology,TOEFL (iBT),90,32,B2_0,4.83,4.83,9.66,0,4,4.38,3.38,3.56,4.22,4.75,3.75,3.75,3.25,1,5,5,5,,,,,,,,,,,,,,,,
W_CHN_SMK0_316_B2_0_EDIT.txt,CHN,SMK,B2_0,LC,310,27,12,39,288,11,12,9,9,9,83.3,81.3,W_CHN_316,F,20,2,N/A,Business,Social Sciences,TOEFL (iBT),103,45,B2_0,6,3.67,9.67,2.33,2.5,3.25,6,4.56,4.22,4.75,5.25,4,4.5,3,3,4,4,,,,,,,,,,,,,,,,
W_JPN_PTJ0_001_B1_1_EDIT.txt,JPN,PTJ,B1_1,HAC,218,17,9,26,181,7,10,9,7,11,73.3,65.4,W_JPN_001,F,21,4,N/A,Human Science,Sciences & Technology,TOEIC,625,26,B1_1,3.33,3,6.33,0.33,1,2.88,3.63,4.11,1.89,3,3.5,3.25,3.25,4,1,1,1,,,,,,,,,,,,,,,,
W_JPN_PTJ0_002_B1_2_EDIT.txt,JPN,PTJ,B1_2,HAC,189,23,18,41,183,6,8,8,6,9,61.7,55.4,W_JPN_002,M,21,4,N/A,Agriculture,Sciences & Technology,TOEIC,770,33,B1_2,1.67,1.33,3,0.34,1,2.75,3,2.56,2.78,2.5,3,3,3,3,2,3,2,,,,,,,,,,,,,,,,
W_JPN_PTJ0_003_A2_0_EDIT.txt,JPN,PTJ,A2_0,HAC,215,18,23,41,218,9,10,9,7,7,70,68.8,W_JPN_003,F,21,4,N/A,Agriculture,Sciences & Technology,TOEIC,435,34,A2_0,2.83,3.67,6.5,-0.84,1,1.63,1.88,2.33,1,1.75,2,1.5,1.75,3,1,5,1,,,,,,,,,,,,,,,,
W_JPN_PTJ0_004_B2_0_EDIT.txt,JPN,PTJ,B2_0,HAC,208,11,7,18,233,11,10,9,8,10,80,76.7,W_JPN_004,F,21,4,N/A,Business,Social Sciences,TOEIC,860,40,B2_0,4.33,2,6.33,2.33,1,3.88,3.5,3.44,3.33,3.75,3.75,3,4.25,4,3,2,3,,,,,,,,,,,,,,,,
W_JPN_PTJ0_005_B2_0_EDIT.txt,JPN,PTJ,B2_0,HAC,209,13,12,25,200,7,9,9,8,8,68.3,64.2,W_JPN_005,F,21,4,N/A,Medicine,Life Sciences,TOEIC,835,33,B2_0,5.5,4.83,10.33,0.67,1,2.63,3,2.33,2.89,3.25,3.25,2.25,2.5,5,2,4,1,,,,,,,,,,,,,,,,
W_JPN_PTJ0_006_B1_1_EDIT.txt,JPN,PTJ,B1_1,HAC,230,16,12,28,230,8,9,10,10,9,76.7,72.1,W_JPN_006,F,21,4,N/A,Human Science,Sciences & Technology,TOEIC,615,35,B1_1,3.83,2.67,6.5,1.16,1,3,2.63,3.33,1.89,3,3.25,2.5,2.5,4,1,1,1,,,,,,,,,,,,,,,,
W_JPN_PTJ0_007_A2_0_EDIT.txt,JPN,PTJ,A2_0,HAC,243,17,13,30,210,9,9,8,7,8,68.3,65.8,W_JPN_007,M,21,4,N/A,Marine Science,Sciences & Technology,TOEIC,545,29,A2_0,3.33,1.83,5.16,1.5,1,3.25,3.5,2.44,3.78,4,3.5,2.5,3.5,2,4,4,1,,,,,,,,,,,,,,,,
W_JPN_PTJ0_008_B1_1_EDIT.txt,JPN,PTJ,B1_1,HAC,305,26,20,46,297,9,7,9,6,7,63.3,62.1,W_JPN_008,F,20,3,N/A,Engineering,Sciences & Technology,TOEIC,655,32,B1_1,4,3.83,7.83,0.17,1.5,3.63,2.63,2.67,3.22,3,3.5,2.75,3.25,3,2,4,1,,,,,,,,,,,,,,,,
W_JPN_PTJ0_009_B2_0_EDIT.txt,JPN,PTJ,B2_0,HAC,230,12,11,23,247,10,11,9,10,9,81.7,78.8,W_JPN_009,M,20,3,N/A,Culture,Humanities,TOEIC,855,35,B2_0,5.33,5,10.33,0.33,1.5,3,4.25,2.89,3.89,4,4.25,3.25,3,4,4,5,4,,,,,,,,,,,,,,,,
W_JPN_PTJ0_010_B1_2_EDIT.txt,JPN,PTJ,B1_2,HAC,237,17,13,30,231,9,8,9,9,8,71.7,69.2,W_JPN_010,F,20,3,N/A,Humanities,Humanities,TOEIC,740,34,B1_2,4,4.17,8.17,-0.17,2.5,3,3.88,4.11,2.56,3.5,4,2.75,3.5,5,1,6,4,,,,,,,,,,,,,,,,
W_JPN_PTJ0_011_B2_0_EDIT.txt,JPN,PTJ,B2_0,HAC,215,10,12,22,252,6,6,9,7,7,58.3,54.6,W_JPN_011,M,20,3,N/A,Human Science,Sciences & Technology,TOEIC,860,27,B2_0,5.33,3.33,8.66,2,1,2,3,2.11,2.56,2.5,3,2,2.5,1,2,6,3,,,,,,,,,,,,,,,,
W_JPN_PTJ0_012_B2_0_EDIT.txt,JPN,PTJ,B2_0,HAC,230,16,16,32,251,9,10,9,9,9,76.7,72.9,W_JPN_012,M,20,3,N/A,Economics,Social Sciences,TOEIC,800,37,B2_0,3.83,3,6.83,0.83,2.5,4,5.13,4.33,4.33,4.5,5.25,3.75,4.75,6,3,6,3,,,,,,,,,,,,,,,,
W_JPN_PTJ0_013_A2_0_EDIT.txt,JPN,PTJ,A2_0,HAC,220,9,10,19,204,6,7,9,9,10,68.3,60.8,W_JPN_013,M,20,3,N/A,Law,Social Sciences,TOEIC,525,30,A2_0,3.67,4,7.67,-0.33,1,4,2.63,3.78,2.33,3.5,3.5,3.5,2.75,3,2,4,2,,,,,,,,,,,,,,,,
W_JPN_PTJ0_014_B1_1_EDIT.txt,JPN,PTJ,B1_1,HAC,280,17,11,28,228,8,8,8,9,8,68.3,65,W_JPN_014,F,20,3,N/A,Culture,Humanities,TOEIC,660,37,B1_1,6,2.17,8.17,3.83,1,4.13,6,4.33,4.89,4.75,6,3.5,6,6,6,6,6,,,,,,,,,,,,,,,,
W_JPN_PTJ0_015_B1_2_EDIT.txt,JPN,PTJ,B1_2,HAC,280,17,14,31,305,10,10,9,9,10,80,75.8,W_JPN_015,F,20,3,N/A,Culture,Humanities,TOEIC,750,35,B1_2,4,4,8,0,2,5,4.88,4.67,4.56,5.5,4.75,5,4.5,6,5,6,6,,,,,,,,,,,,,,,,
W_JPN_PTJ0_016_B1_2_EDIT.txt,JPN,PTJ,B1_2,HAC,211,14,14,28,211,7,6,7,6,6,53.3,51.7,W_JPN_016,F,20,3,N/A,Human Science,Sciences & Technology,TOEIC,680,34,B1_2,5.33,4.5,9.83,0.83,1,4.13,5.25,4.89,3.67,5,4.75,3.25,5.75,4,4,4,5,,,,,,,,,,,,,,,,
W_JPN_PTJ0_017_B2_0_EDIT.txt,JPN,PTJ,B2_0,HAC,227,29,21,50,214,7,8,9,7,9,66.7,61.3,W_JPN_017,F,20,3,N/A,Human Science,Sciences & Technology,TOEIC,790,35,B2_0,3.5,4,7.5,-0.5,2,3.38,3.63,3.56,3.11,3.75,4.75,2.75,2.75,5,4,3,3,,,,,,,,,,,,,,,,
W_JPN_PTJ0_018_B1_1_EDIT.txt,JPN,PTJ,B1_1,HAC,190,20,10,30,205,6,6,9,9,9,65,58.8,W_JPN_018,F,20,3,N/A,Culture,Humanities,TOEIC,665,33,B1_1,4.5,4,8.5,0.5,2.5,2,3.88,3,2.78,3,3.5,2.75,2.5,1,2,2,2,,,,,,,,,,,,,,,,
W_JPN_PTJ0_019_B1_2_EDIT.txt,JPN,PTJ,B1_2,HAC,272,26,25,51,222,6,6,8,8,8,60,55,W_JPN_019,F,20,3,N/A,Economics,Social Sciences,TOEIC,710,39,B1_2,3.67,4.67,8.34,-1,1,3.13,3.75,3.44,2.89,3.75,4.25,3.25,2.5,4,1,1,3,,,,,,,,,,,,,,,,
W_JPN_PTJ0_020_B1_2_EDIT.txt,JPN,PTJ,B1_2,HAC,232,22,20,42,237,7,7,8,9,9,66.7,61.3,W_JPN_020,M,20,3,N/A,Business,Social Sciences,TOEIC,730,31,B1_2,3.67,3.67,7.34,0,1,3.63,4.25,3.67,3.56,4,4.75,3,4,6,4,1,1,,,,,,,,,,,,,,,,
W_JPN_PTJ0_021_B1_2_EDIT.txt,JPN,PTJ,B1_2,NH,219,24,19,43,220,6,7,7,6,7,55,51.3,W_JPN_021,F,20,3,N/A,Culture,Humanities,TOEIC,725,25,B1_2,4.5,3.17,7.67,1.33,1,4,3.5,3.33,3.56,4.25,4,3.75,3,4,2,4,3,,,,,,,,,,,,,,,,
W_JPN_PTJ0_022_B1_1_EDIT.txt,JPN,PTJ,B1_1,NH,240,26,25,51,207,9,10,9,10,10,80,75,W_JPN_022,M,20,3,N/A,Economics,Social Sciences,TOEIC,625,24,B1_1,3.5,3.83,7.33,-0.33,1,3.75,2.38,3.56,2.11,4.25,3.75,2.25,2,5,1,1,5,,,,,,,,,,,,,,,,
W_JPN_PTJ0_023_B2_0_EDIT.txt,JPN,PTJ,B2_0,NH,309,23,23,46,238,9,9,10,9,10,78.3,73.3,W_JPN_023,F,20,3,N/A,Culture,Humanities,TOEIC,790,38,B2_0,3,2.83,5.83,0.17,2.5,2.63,3.13,3.11,2.56,3.5,2.5,2.5,3,4,2,5,4,,,,,,,,,,,,,,,,
W_JPN_PTJ0_024_B1_1_EDIT.txt,JPN,PTJ,B1_1,NH,185,30,24,54,208,7,6,6,5,7,51.7,48.8,W_JPN_024,F,23,6,N/A,International Affairs,Sciences & Technology,TOEIC,640,33,B1_1,5.5,2.33,7.83,3.17,2.5,2.75,5,3.56,3.89,4.5,3.75,3.5,3.75,6,2,2,1,,,,,,,,,,,,,,,,
W_JPN_PTJ0_025_B1_2_EDIT.txt,JPN,PTJ,B1_2,NH,209,22,12,34,203,10,10,12,10,10,86.7,82.5,W_JPN_025,F,19,2,N/A,Business,Social Sciences,TOEIC,700,27,B1_2,5.17,3.33,8.5,1.84,2,5.13,5.5,5,4.89,5.5,5.75,4.25,5.75,6,6,6,6,,,,,,,,,,,,,,,,
W_JPN_PTJ0_026_B1_1_EDIT.txt,JPN,PTJ,B1_1,NH,276,47,27,74,205,6,7,7,6,8,56.7,51.7,W_JPN_026,F,19,2,N/A,Agriculture,Sciences & Technology,TOEIC,665,35,B1_1,4.83,2.67,7.5,2.16,2.5,3,4,4.44,2.33,3.5,3.5,3.5,3.5,4,1,1,1,,,,,,,,,,,,,,,,
W_JPN_PTJ0_027_A2_0_EDIT.txt,JPN,PTJ,A2_0,NH,236,34,22,56,207,9,9,9,7,8,70,67.5,W_JPN_027,F,19,2,N/A,Human Science,Sciences & Technology,TOEIC,535,31,A2_0,4,3.83,7.83,0.17,2.5,4,4.25,3.89,4,4.25,4.5,3.5,4.25,5,5,3,4,,,,,,,,,,,,,,,,
W_JPN_PTJ0_028_A2_0_EDIT.txt,JPN,PTJ,A2_0,NH,239,30,24,54,201,6,7,7,6,8,56.7,51.7,W_JPN_028,F,19,2,N/A,Science,Sciences & Technology,TOEIC,395,22,A2_0,4.5,3.5,8,1,1.5,3.63,3.75,4,2.89,3.75,4,3,4,2,4,6,4,,,,,,,,,,,,,,,,
W_JPN_PTJ0_029_B1_1_EDIT.txt,JPN,PTJ,B1_1,NH,218,18,13,31,221,6,6,7,6,8,55,50,W_JPN_029,F,19,2,N/A,Economics,Social Sciences,TOEIC,655,33,B1_1,3.83,4.67,8.5,-0.84,3,4.13,3.5,3.89,3.56,4,4,3.5,3.75,4,4,4,2,,,,,,,,,,,,,,,,
W_JPN_PTJ0_030_B1_1_EDIT.txt,JPN,PTJ,B1_1,NH,218,31,21,52,198,8,8,7,6,7,60,57.9,W_JPN_030,F,19,2,N/A,Culture,Humanities,TOEIC,590,30,B1_1,4.83,5.17,10,-0.34,1.5,3.63,4.5,4.67,2.89,4.25,4.25,4,3.75,6,3,6,5,,,,,,,,,,,,,,,,
W_JPN_PTJ0_031_B1_2_EDIT.txt,JPN,PTJ,B1_2,NH,249,29,26,55,223,6,6,7,7,7,55,51.3,W_JPN_031,M,19,2,N/A,Culture,Humanities,TOEIC,750,44,B1_2,5,5.33,10.33,-0.33,1.5,3.63,4.5,2.89,4.67,4.5,4.25,3.75,3.75,6,6,3,3,,,,,,,,,,,,,,,,
W_JPN_PTJ0_033_A2_0_EDIT.txt,JPN,PTJ,A2_0,NH,212,26,22,48,222,7,7,6,5,6,51.7,50,W_JPN_033,M,18,1,N/A,Economics,Social Sciences,TOEIC,440,23,A2_0,4.67,3.17,7.84,1.5,1,4,4,4.11,3.22,4,4,4,4,6,4,1,3,,,,,,,,,,,,,,,,
W_JPN_PTJ0_034_B2_0_EDIT.txt,JPN,PTJ,B2_0,NH,205,19,18,37,209,7,8,8,7,8,63.3,59.2,W_JPN_034,M,18,1,N/A,Business,Social Sciences,TOEIC,825,39,B2_0,3.67,3.33,7,0.34,5.5,3.63,3.5,4.56,3,3.75,3.75,3.25,3.5,6,4,3,4,,,,,,,,,,,,,,,,
W_JPN_PTJ0_035_B2_0_EDIT.txt,JPN,PTJ,B2_0,NH,228,25,24,49,202,8,8,6,6,8,60,56.7,W_JPN_035,F,18,1,N/A,Medicine,Life Sciences,TOEIC,800,31,B2_0,4,3.5,7.5,0.5,1,4.88,2,3.56,2.78,4,3.75,3.25,2.75,6,4,4,3,,,,,,,,,,,,,,,,
W_JPN_PTJ0_036_A2_0_EDIT.txt,JPN,PTJ,A2_0,NH,214,26,21,47,212,7,6,6,6,9,56.7,51.3,W_JPN_036,F,18,1,N/A,Agriculture,Sciences & Technology,TOEIC,470,26,A2_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,
W_JPN_PTJ0_038_A2_0_EDIT.txt,JPN,PTJ,A2_0,NH,220,47,31,78,205,6,6,7,5,6,50,47.5,W_JPN_038,M,18,1,N/A,Economics,Social Sciences,TOEIC,490,28,A2_0,3.67,4,7.67,-0.33,3.5,3.88,5.88,5.11,4.33,4.75,5.25,4.25,5.25,6,6,6,6,,,,,,,,,,,,,,,,
W_JPN_PTJ0_040_B1_2_EDIT.txt,JPN,PTJ,B1_2,NH,211,26,18,44,208,8,9,7,7,8,65,61.7,W_JPN_040,M,18,1,N/A,Economics,Social Sciences,TOEIC,695,35,B1_2,3.83,3.83,7.66,0,3,4.63,3,4.11,3.33,4,3.75,3.75,3.75,5,2,5,5,,,,,,,,,,,,,,,,
W_JPN_PTJ0_041_B2_0_EDIT.txt,JPN,PTJ,B2_0,NH,304,8,6,14,284,8,9,8,8,9,70,65.4,W_JPN_041,F,18,1,N/A,Medicine,Life Sciences,TOEIC,925,40,B2_0,5.83,2.5,8.33,3.33,2,6,2.38,4.11,3.78,4,4.25,4.25,4.25,6,6,6,6,,,,,,,,,,,,,,,,
W_JPN_PTJ0_043_A2_0_EDIT.txt,JPN,PTJ,A2_0,NH,191,17,19,36,203,7,7,7,6,6,55,53.3,W_JPN_043,F,18,1,N/A,Science,Sciences & Technology,TOEIC,505,32,A2_0,3.83,3.67,7.5,0.16,2,3.63,3.25,4.11,2.44,3.25,4,2.75,3.75,2,4,6,5,,,,,,,,,,,,,,,,
W_JPN_PTJ0_052_A2_0_EDIT.txt,JPN,PTJ,A2_0,NH,204,31,31,62,201,7,8,7,6,8,60,55.8,W_JPN_052,M,22,5,N/A,Marine Science,Sciences & Technology,TOEIC,525,24,A2_0,4.17,3.83,8,0.34,3,2.25,3.88,3,3.11,3,3,2.75,3.5,4,4,1,1,,,,,,,,,,,,,,,,
W_JPN_SMK0_001_B1_1_EDIT.txt,JPN,SMK,B1_1,NH,193,32,17,49,181,7,7,7,6,7,56.7,53.8,W_JPN_001,F,21,4,N/A,Human Science,Sciences & Technology,TOEIC,625,26,B1_1,3.33,3,6.33,0.33,1,2.88,3.63,4.11,1.89,3,3.5,3.25,3.25,4,1,1,1,,,,,,,,,,,,,,,,
W_JPN_SMK0_002_B1_2_EDIT.txt,JPN,SMK,B1_2,NH,173,18,19,37,183,7,7,7,6,7,56.7,53.8,W_JPN_002,M,21,4,N/A,Agriculture,Sciences & Technology,TOEIC,770,33,B1_2,1.67,1.33,3,0.34,1,2.75,3,2.56,2.78,2.5,3,3,3,3,2,3,2,,,,,,,,,,,,,,,,
W_JPN_SMK0_003_A2_0_EDIT.txt,JPN,SMK,A2_0,NH,228,50,33,83,218,6,5,6,5,6,46.7,44.2,W_JPN_003,F,21,4,N/A,Agriculture,Sciences & Technology,TOEIC,435,34,A2_0,2.83,3.67,6.5,-0.84,1,1.63,1.88,2.33,1,1.75,2,1.5,1.75,3,1,5,1,,,,,,,,,,,,,,,,
W_JPN_SMK0_004_B2_0_EDIT.txt,JPN,SMK,B2_0,NH,246,29,14,43,233,8,7,6,5,6,53.3,52.5,W_JPN_004,F,21,4,N/A,Business,Social Sciences,TOEIC,860,40,B2_0,4.33,2,6.33,2.33,1,3.88,3.5,3.44,3.33,3.75,3.75,3,4.25,4,3,2,3,,,,,,,,,,,,,,,,
W_JPN_SMK0_005_B2_0_EDIT.txt,JPN,SMK,B2_0,NH,201,28,23,51,200,6,7,6,6,8,55,50,W_JPN_005,F,21,4,N/A,Medicine,Life Sciences,TOEIC,835,33,B2_0,5.5,4.83,10.33,0.67,1,2.63,3,2.33,2.89,3.25,3.25,2.25,2.5,5,2,4,1,,,,,,,,,,,,,,,,
W_JPN_SMK0_006_B1_1_EDIT.txt,JPN,SMK,B1_1,NH,229,23,19,42,230,7,7,7,5,7,55,52.1,W_JPN_006,F,21,4,N/A,Human Science,Sciences & Technology,TOEIC,615,35,B1_1,3.83,2.67,6.5,1.16,1,3,2.63,3.33,1.89,3,3.25,2.5,2.5,4,1,1,1,,,,,,,,,,,,,,,,
W_JPN_SMK0_007_A2_0_EDIT.txt,JPN,SMK,A2_0,NH,208,17,16,33,210,8,8,8,7,9,66.7,62.1,W_JPN_007,M,21,4,N/A,Marine Science,Sciences & Technology,TOEIC,545,29,A2_0,3.33,1.83,5.16,1.5,1,3.25,3.5,2.44,3.78,4,3.5,2.5,3.5,2,4,4,1,,,,,,,,,,,,,,,,
W_JPN_SMK0_008_B1_1_EDIT.txt,JPN,SMK,B1_1,NH,311,27,20,47,297,7,8,7,7,9,63.3,57.9,W_JPN_008,F,20,3,N/A,Engineering,Sciences & Technology,TOEIC,655,32,B1_1,4,3.83,7.83,0.17,1.5,3.63,2.63,2.67,3.22,3,3.5,2.75,3.25,3,2,4,1,,,,,,,,,,,,,,,,
W_JPN_SMK0_009_B2_0_EDIT.txt,JPN,SMK,B2_0,NH,236,12,11,23,247,8,8,7,8,9,66.7,62.1,W_JPN_009,M,20,3,N/A,Culture,Humanities,TOEIC,855,35,B2_0,5.33,5,10.33,0.33,1.5,3,4.25,2.89,3.89,4,4.25,3.25,3,4,4,5,4,,,,,,,,,,,,,,,,
W_JPN_SMK0_010_B1_2_EDIT.txt,JPN,SMK,B1_2,NH,238,28,15,43,231,7,7,7,7,8,60,55.8,W_JPN_010,F,20,3,N/A,Humanities,Humanities,TOEIC,740,34,B1_2,4,4.17,8.17,-0.17,2.5,3,3.88,4.11,2.56,3.5,4,2.75,3.5,5,1,6,4,,,,,,,,,,,,,,,,
W_JPN_SMK0_011_B2_0_EDIT.txt,JPN,SMK,B2_0,NH,262,30,21,51,252,7,7,7,7,8,60,55.8,W_JPN_011,M,20,3,N/A,Human Science,Sciences & Technology,TOEIC,860,27,B2_0,5.33,3.33,8.66,2,1,2,3,2.11,2.56,2.5,3,2,2.5,1,2,6,3,,,,,,,,,,,,,,,,
W_JPN_SMK0_012_B2_0_EDIT.txt,JPN,SMK,B2_0,NH,254,22,12,34,251,8,8,7,8,8,65,61.7,W_JPN_012,M,20,3,N/A,Economics,Social Sciences,TOEIC,800,37,B2_0,3.83,3,6.83,0.83,2.5,4,5.13,4.33,4.33,4.5,5.25,3.75,4.75,6,3,6,3,,,,,,,,,,,,,,,,
W_JPN_SMK0_013_A2_0_EDIT.txt,JPN,SMK,A2_0,NH,210,22,16,38,204,6,6,7,7,8,56.7,51.7,W_JPN_013,M,20,3,N/A,Law,Social Sciences,TOEIC,525,30,A2_0,3.67,4,7.67,-0.33,1,4,2.63,3.78,2.33,3.5,3.5,3.5,2.75,3,2,4,2,,,,,,,,,,,,,,,,
W_JPN_SMK0_014_B1_1_EDIT.txt,JPN,SMK,B1_1,NH,229,33,28,61,228,7,8,8,8,9,66.7,61.3,W_JPN_014,F,20,3,N/A,Culture,Humanities,TOEIC,660,37,B1_1,6,2.17,8.17,3.83,1,4.13,6,4.33,4.89,4.75,6,3.5,6,6,6,6,6,,,,,,,,,,,,,,,,
W_JPN_SMK0_015_B1_2_EDIT.txt,JPN,SMK,B1_2,NH,309,40,30,70,305,8,8,6,6,8,60,56.7,W_JPN_015,F,20,3,N/A,Culture,Humanities,TOEIC,750,35,B1_2,4,4,8,0,2,5,4.88,4.67,4.56,5.5,4.75,5,4.5,6,5,6,6,,,,,,,,,,,,,,,,
W_JPN_SMK0_016_B1_2_EDIT.txt,JPN,SMK,B1_2,NH,222,31,24,55,211,8,7,7,6,10,63.3,57.5,W_JPN_016,F,20,3,N/A,Human Science,Sciences & Technology,TOEIC,680,34,B1_2,5.33,4.5,9.83,0.83,1,4.13,5.25,4.89,3.67,5,4.75,3.25,5.75,4,4,4,5,,,,,,,,,,,,,,,,
W_JPN_SMK0_017_B2_0_EDIT.txt,JPN,SMK,B2_0,NH,200,22,27,49,214,6,6,6,7,8,55,50,W_JPN_017,F,20,3,N/A,Human Science,Sciences & Technology,TOEIC,790,35,B2_0,3.5,4,7.5,-0.5,2,3.38,3.63,3.56,3.11,3.75,4.75,2.75,2.75,5,4,3,3,,,,,,,,,,,,,,,,
W_JPN_SMK0_018_B1_1_EDIT.txt,JPN,SMK,B1_1,NH,219,23,19,42,205,6,6,7,6,7,53.3,49.6,W_JPN_018,F,20,3,N/A,Culture,Humanities,TOEIC,665,33,B1_1,4.5,4,8.5,0.5,2.5,2,3.88,3,2.78,3,3.5,2.75,2.5,1,2,2,2,,,,,,,,,,,,,,,,
W_JPN_SMK0_019_B1_2_EDIT.txt,JPN,SMK,B1_2,NH,204,31,33,64,222,6,7,6,6,10,58.3,50.8,W_JPN_019,F,20,3,N/A,Economics,Social Sciences,TOEIC,710,39,B1_2,3.67,4.67,8.34,-1,1,3.13,3.75,3.44,2.89,3.75,4.25,3.25,2.5,4,1,1,3,,,,,,,,,,,,,,,,
W_JPN_SMK0_020_B1_2_EDIT.txt,JPN,SMK,B1_2,NH,238,27,18,45,237,6,7,6,6,5,50,48.8,W_JPN_020,M,20,3,N/A,Business,Social Sciences,TOEIC,730,31,B1_2,3.67,3.67,7.34,0,1,3.63,4.25,3.67,3.56,4,4.75,3,4,6,4,1,1,,,,,,,,,,,,,,,,
