Code,Country,PTJ1 (wds),PTJ2 (wds),SMK1 (wds),SMK2 (wds),Self Ev,Sex,Age,Grade/Degree,Yrs of Stay (< Yrs),ENS Type,Major/ Occupation,Acad. Genre,Test,Score,VST,CEFR,INTM,INSM,INTM+INSM,INTM-INSM,Primary,Secondary,College,Inschool,Outschool,Listening,Reading,Speaking,Writing,NS,Pronunciation,Presentation,EssayW
W_ENS_010,ENS_USA,222,N/A,220,N/A,N/A,M,25,N/A,N/A,Student,Arts and Sciences,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_011,ENS_USA,209,N/A,218,N/A,N/A,F,21,N/A,N/A,Student,Engineering,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_012,ENS_USA,206,N/A,209,N/A,N/A,M,28,N/A,N/A,Student,Literature,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_013,ENS_USA,212,N/A,201,N/A,N/A,M,21,N/A,N/A,Student,Business,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_014,ENS_USA,213,N/A,214,N/A,N/A,F,22,N/A,N/A,Student,Business,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_015,ENS_USA,206,N/A,212,N/A,N/A,F,22,N/A,N/A,Student,Engineering,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_016,ENS_USA,216,N/A,204,N/A,N/A,M,28,N/A,N/A,Student,Psychology,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_017,ENS_USA,214,N/A,210,N/A,N/A,F,24,N/A,N/A,Student,Psychology,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_018,ENS_USA,230,N/A,213,N/A,N/A,M,23,N/A,N/A,Student,Psychology,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_019,ENS_USA,215,N/A,222,N/A,N/A,F,29,N/A,N/A,Student,History,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_020,ENS_USA,213,N/A,207,N/A,N/A,F,25,N/A,N/A,Student,History,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_021,ENS_USA,218,N/A,212,N/A,N/A,M,20,N/A,N/A,Student,English,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_022,ENS_USA,212,N/A,206,N/A,N/A,F,22,N/A,N/A,Student,Spanish,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_023,ENS_USA,222,N/A,226,N/A,N/A,F,28,N/A,N/A,Student,History,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_024,ENS_USA,207,N/A,215,N/A,N/A,M,19,N/A,N/A,Student,Arts,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_025,ENS_USA,218,N/A,202,N/A,N/A,F,19,N/A,N/A,Student,Dance,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_026,ENS_USA,222,N/A,222,N/A,N/A,F,24,N/A,N/A,Student,Fashion,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_027,ENS_USA,243,N/A,208,N/A,N/A,F,23,N/A,N/A,Student,Music,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_028,ENS_USA,216,N/A,233,N/A,N/A,M,25,N/A,N/A,Student,Music,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_029,ENS_USA,213,N/A,222,N/A,N/A,M,20,N/A,N/A,Student,Engineering,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_030,ENS_USA,222,N/A,214,N/A,N/A,F,25,N/A,N/A,Student,Engineering,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_031,ENS_USA,215,N/A,201,N/A,N/A,F,19,N/A,N/A,Student,Molecular Sciences,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_032,ENS_USA,226,N/A,210,N/A,N/A,F,19,N/A,N/A,Student,Physiology,Life Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_033,ENS_USA,241,N/A,205,N/A,N/A,M,24,N/A,N/A,Student,Physiology,Life Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_034,ENS_USA,212,N/A,200,N/A,N/A,M,22,N/A,N/A,Student,Molecular Sciences,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_035,ENS_USA,224,N/A,209,N/A,N/A,M,24,N/A,N/A,Student,Computer,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_036,ENS_USA,211,N/A,214,N/A,N/A,F,26,N/A,N/A,Student,Computer,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_037,ENS_USA,206,N/A,231,N/A,N/A,F,28,N/A,N/A,Student,Computer,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_038,ENS_USA,222,N/A,221,N/A,N/A,F,24,N/A,N/A,Student,Electronics,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_039,ENS_USA,221,N/A,237,N/A,N/A,F,29,N/A,N/A,Student,Psychology,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_040,ENS_USA,219,N/A,218,N/A,N/A,F,28,N/A,N/A,Student,Sociology,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_041,ENS_USA,234,N/A,227,N/A,N/A,F,22,N/A,N/A,Student,Sociology,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_042,ENS_USA,232,N/A,206,N/A,N/A,M,23,N/A,N/A,Student,Humanities,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_043,ENS_AUS,209,N/A,216,N/A,N/A,F,23,N/A,N/A,Student,Policy,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_044,ENS_USA,206,N/A,212,N/A,N/A,F,20,N/A,N/A,Student,Policy,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_045,ENS_USA,214,N/A,204,N/A,N/A,F,27,N/A,N/A,Student,Economics,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_046,ENS_USA,210,N/A,216,N/A,N/A,F,28,N/A,N/A,Student,Business,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_047,ENS_USA,215,N/A,204,N/A,N/A,F,22,N/A,N/A,Student,Business,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_048,ENS_USA,225,N/A,208,N/A,N/A,M,29,N/A,N/A,Student,Religion,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_049,ENS_USA,218,N/A,214,N/A,N/A,M,28,N/A,N/A,Student,Economics,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_050,ENS_USA,216,N/A,213,N/A,N/A,F,21,N/A,N/A,Student,Economics,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_051,ENS_USA,215,N/A,206,N/A,N/A,M,25,N/A,N/A,Student,Business,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_052,ENS_USA,224,N/A,214,N/A,N/A,M,28,N/A,N/A,Student,Molecular Sciences,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_053,ENS_USA,212,N/A,207,N/A,N/A,F,20,N/A,N/A,Student,Physiology,Life Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_054,ENS_USA,223,N/A,211,N/A,N/A,M,24,N/A,N/A,Student,Business,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_055,ENS_USA,219,N/A,227,N/A,N/A,M,26,N/A,N/A,Student,Engineering,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_056,ENS_USA,216,N/A,206,N/A,N/A,F,22,N/A,N/A,Student,Physiology,Life Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_057,ENS_USA,202,N/A,209,N/A,N/A,F,22,N/A,N/A,Student,Fashion,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_058,ENS_USA,206,N/A,212,N/A,N/A,M,22,N/A,N/A,Student,English       ,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_059,ENS_USA,214,N/A,206,N/A,N/A,M,20,N/A,N/A,Student,English       ,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_060,ENS_USA,211,N/A,203,N/A,N/A,M,26,N/A,N/A,Student,Humanities,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_061,ENS_USA,231,N/A,198,N/A,N/A,M,28,N/A,N/A,Student,Engineering,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_062,ENS_USA,256,N/A,200,N/A,N/A,F,25,N/A,N/A,Student,Engineering,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_063,ENS_USA,237,N/A,208,N/A,N/A,M,28,N/A,N/A,Student,Economics,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_064,ENS_USA,209,N/A,204,N/A,N/A,M,26,N/A,N/A,Student,Economics,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_065,ENS_USA,213,N/A,202,N/A,N/A,F,20,N/A,N/A,Student,Business,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_066,ENS_USA,220,N/A,207,N/A,N/A,M,22,N/A,N/A,Student,Psychology,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_067,ENS_USA,234,N/A,221,N/A,N/A,M,21,N/A,N/A,Student,Information Technology,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_068,ENS_USA,212,N/A,211,N/A,N/A,M,19,N/A,N/A,Student,Information Technology,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_069,ENS_USA,219,N/A,224,N/A,N/A,F,26,N/A,N/A,Student,Medicine,Life Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_070,ENS_USA,207,N/A,212,N/A,N/A,M,23,N/A,N/A,Student,Medicine,Life Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_071,ENS_USA,218,N/A,219,N/A,N/A,M,29,N/A,N/A,Student,Physiology,Life Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_072,ENS_USA,200,N/A,247,N/A,N/A,F,29,N/A,N/A,Student,Engineering,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_073,ENS_USA,225,N/A,217,N/A,N/A,M,24,N/A,N/A,Student,Business,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_074,ENS_USA,224,N/A,210,N/A,N/A,M,26,N/A,N/A,Student,Business,Social Sciences,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_075,ENS_USA,206,N/A,214,N/A,N/A,M,28,N/A,N/A,Student,Engineering,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_076,ENS_USA,206,N/A,217,N/A,N/A,F,22,N/A,N/A,Student,Engineering,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_077,ENS_USA,221,N/A,238,N/A,N/A,M,29,N/A,N/A,Student,Arts and Sciences,Humanities,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_078,ENS_USA,209,N/A,228,N/A,N/A,F,25,N/A,N/A,Student,Engineering,Sciences & Technology,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_079,ENS_CAN,216,N/A,294,N/A,N/A,M,22,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_080,ENS_USA,242,N/A,220,N/A,N/A,F,22,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_081,ENS_USA,269,N/A,292,N/A,N/A,M,20,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_082,ENS_CAN,221,N/A,217,N/A,N/A,M,26,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_083,ENS_USA,299,N/A,268,N/A,N/A,M,28,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_084,ENS_USA,210,N/A,222,N/A,N/A,M,25,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_085,ENS_NZL,267,N/A,286,N/A,N/A,M,28,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_086,ENS_CAN,214,N/A,215,N/A,N/A,M,26,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_087,ENS_USA,261,N/A,205,N/A,N/A,M,20,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_088,ENS_GBR,236,N/A,225,N/A,N/A,M,22,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_089,ENS_CAN,302,N/A,245,N/A,N/A,M,21,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_090,ENS_CAN,250,N/A,269,N/A,N/A,M,19,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_091,ENS_USA,222,N/A,208,N/A,N/A,F,26,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_092,ENS_USA,291,N/A,298,N/A,N/A,M,23,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_093,ENS_CAN,224,N/A,259,N/A,N/A,M,29,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_094,ENS_USA,300,N/A,253,N/A,N/A,M,29,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_095,ENS_USA,227,N/A,221,N/A,N/A,M,24,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_096,ENS_NZL,251,N/A,243,N/A,N/A,M,26,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_097,ENS_CAN,251,N/A,207,N/A,N/A,M,28,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_098,ENS_USA,233,N/A,210,N/A,N/A,M,22,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_099,ENS_GBR,228,N/A,258,N/A,N/A,M,29,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_100,ENS_CAN,272,N/A,301,N/A,N/A,M,25,N/A,N/A,Student,N/A,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_101,ENS_GBR,236,N/A,295,N/A,N/A,M,40,N/A,N/A,Teacher,English Instructor,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_102,ENS_USA,258,N/A,296,N/A,N/A,M,52,N/A,N/A,Teacher,English Instructor,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_103,ENS_CAN,219,N/A,230,N/A,N/A,M,40,N/A,N/A,Teacher,English Instructor,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_104,ENS_USA,207,N/A,285,N/A,N/A,M,59,N/A,N/A,Teacher,English Instructor,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_105,ENS_USA,208,N/A,210,N/A,N/A,M,45,N/A,N/A,Teacher,English Instructor,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
W_ENS_106,ENS_USA,209,N/A,232,N/A,N/A,M,38,N/A,N/A,Teacher,English Instructor,N/A,N/A,N/A,N/A,XX_0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
